,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
293,3bbbcb6f9a9c28622309409d31c42599, 'Certificate to the Supreme Court of the United States of questions of law upon which the Circuit Court of appeals for the Ninth Circuit desires instruction for the proper decision of a cause' ,http://cdm16855.contentdm.oclc.org/cdm/ref/collection/p16855coll4/id/53123,1944,1940-1950," 'Certificate containing questions referred to the Supreme court from the Ninth Circuit Court of Appeals in the Mitsuye Endo case. Certificate was authored by Ninth Appellate Judge William Denman.', 'The ACLU-Northern California case file records contain legal documents and correspondence pertaining to the case Ex parte Mitsuye Endo (1944), in which the United States Supreme court unanimously ruled that the federal government could not indefinitely detain United States citizens who were loyal to the government. Files include documents related to the Gordon Hirabayashi Supreme Court case Hirabayashi v. United States.' ","  ""World War II--Mass removal ( Evacuation )--Exclusion orders"" ","   ""World War II--Mass removal ( Evacuation )--Japanese American community responses"" ",    World War II--Resistance and dissidence--Supreme Court cases--Mitsuye Endo  ,    Activism and involvement--Civil rights  ,    Activism and involvement--Civil liberties  ,    Immigration and citizenship--Law and legislation--Legal cases  ,,,,,,,"  ""World War II--Mass removal ( Evacuation )--Exclusion orders""    ""World War II--Mass removal ( Evacuation )--Japanese American community responses""     World War II--Resistance and dissidence--Supreme Court cases--Mitsuye Endo      Activism and involvement--Civil rights      Activism and involvement--Civil liberties      Immigration and citizenship--Law and legislation--Legal cases  ",   San Francisco, California  ,,,,   San Francisco California  
294,cb5e10cac603b22200791bf568f44536," 'Repealing the Chinese exclusion laws and to establish quotas. November 16 (legislative day, November 12), 1943. -- Ordered to be printed' ",http://catalog.gpo.gov/F/?func=direct&doc_number=001199118&format=999,1943,1940-1950," 'Batch processed record: Metadata reviewed, not verified. Some fields updated by batch processes.', 'FDLP item number not assigned.' ","   Chinese Exclusion Treaty,  1880  ",    Chinese Exclusion Act  ,  Foran Act  ,  Geary Chinese Exclusion Act  ,    Immigration Act of 1924  ,    Scott Act  ,  Emigration and immigration  ,   Immigration courts  ,  Naturalization  ,    Treaties  , Chinese  ,    Immigrants  ,"   Chinese Exclusion Treaty,  1880      Chinese Exclusion Act    Foran Act    Geary Chinese Exclusion Act      Immigration Act of 1924      Scott Act    Emigration and immigration     Immigration courts    Naturalization      Treaties   Chinese      Immigrants  ",nan,,,,,nan
295,490b2cbe07001d0e0338adceae0b2037, 'An excellent view of the front facade of the Immigration Station; a boat is docked in front.' ,https://digitalcollections.nypl.org/items/3567d040-c6da-012f-581e-58d385a7bc34,1902,1900-1910, 'No. 29177.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
296,84d9ffad3c71ede63bc19118b26252f3," 'Are Americans treated discourteously in Japan on account of the ""exclusion law""?' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099129670203941,1925? ,," 'Consists of reprints of leaflet, To intending travelers to the orient, issued by Japan Tourist Bureau as well as comments of leading papers published in English in Japan and comments by American travelers.' ",   Tourists  ,    Americans  ,    Public opinion  ,,,,,,,,,,   Tourists      Americans      Public opinion  ,   Japan  ,,,,,   Japan  
297,d020963e61de7c3ee2053c385c7bf37d, 'A bill establishing additional regulations concerning immigration into the United States' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099798220203941,1897,1890-1900," 'Caption title.', 'At head of title: 55th Congress, 1st session, H.R. 70, in the House of Representatives.', '""March 15, 1897. Mr. Danford introduced the following bill; which was referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Emigration and immigration law  ,    Reading  ,    Ability testing  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Reading      Ability testing      Emigration and immigration  ,   United States  ,,,,,   United States  
298,7549b54b11759e96edfc5029610a1b3e," 'Regulation of immigration--educational test for immigrants speech of Hon. F.M. Simmons, of North Carolina, in the Senate of the United States, Wednesday, May 23, 1906' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099824000203941,1906,1900-1910," '""The Senate, as in Committee of the Whole, having under consideration the bill (S. 4403) to amend an act entitled \'An act to regulate the immigration of aliens into the United States,\' approved March 3, 1903""--P. 3.' ",   Emigration and immigration law  ,    Reading  ,    Ability testing  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Reading      Ability testing      Emigration and immigration  ,   United States  ,,,,,   United States  
299,624dfea0139bc67d476a371465fe368a," 'Post-office appropriation bill, immigration speeches of Hon. Frank A. Hopkins, of Kentucky, in the House of Representatives, Tuesday, April 10, 1906, and Friday, April 13, 1906' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099826920203941,1906,1900-1910," '""The House being in the Committee of the Whole on the state of the Union and having under consideration the post-office appropriation bill""--P. 3.' ",   Appropriations and expenditures  ,    Speeches in Congress  ,    Emigration and immigration law  ,    Emigration and immigration  ,    United States. Post Office Department  ,,,,,,,,   Appropriations and expenditures      Speeches in Congress      Emigration and immigration law      Emigration and immigration      United States. Post Office Department  ,   United States  ,,,,,   United States  
300,187a05dd8d3a6a298d3df3bc7c978adb," 'Immigration station at Philadelphia, Pa speech of Hon. Adam M. Byrd, of Mississippi, in the House of Representatives, Monday, January 20, 1908' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099827600203941,1908,1900-1910," 'Caption title.', '""The House being in Committee of the Whole House on the state of the Union and having under consideration the bill (H.R. 7694) to provide for the purchase of ground for and the erection of a public building for an immigration station on the site to be selected for said station in the city of Philadelphia, Pa.""--P.  1 .' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
301,6ac39e5cd8f05fe6740ace0375d50868," 'Immigration of aliens into the United States Mr. Dillingham, from the Committee on Immigration, submitted the following Report (to accompany S. 4403)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099850190203941,1906,1900-1910," 'Caption title.', 'At head of title: Calendar no., 2264.', '""March 29, 1906 -- Ordered to be printed.""' ",   Emigration and immigration law  ,,,,,,,,,,,,   Emigration and immigration law  ,   United States  ,,,,,   United States  
302,618578ca05f63a2f422bfc5b66361c52," ""Housing, Improved: United States. New York. New York City. The Misses Stone, New Law Tenement, 1905 (W. Emerson, Architect): Improved Housing: New York City: Interior of Apartments. Improved Tenements at 34 East 50th Street. Erected for the Misses Stone.: W. Emerson Arch't. 1905. Photo. 1907."" ",https://www.harvardartmuseums.org/collections/object/3.2002.1911.1,1907,1910-1920," 'Credit Line: Harvard Art Museums/Fogg Museum, Transfer from the Carpenter Center for the Visual Arts, Social Museum Collection' ",   Photographs  ,,,,,,,,,,,,   Photographs  ,nan,,,,,nan
303,f4d4163dc15ba0187e5b64b51f7dc717," 'Immigration speech of Hon. John L. Burnett of Alabama in the House of Representatives, February 4, 1915' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990077708780203941,1915,1910-1920," '""The House had under consideration the veto message of the President on the act (H.R. 6060) to regulate the immigration of aliens to and the residence of aliens in the United States""--P. 3.' ",   Emigration and immigration  ,,,,,,,,,,,,   Emigration and immigration  ,   United States  ,,,,,   United States  
304,590ccc2a878342d20ebf3869f817467c, 'Facts in the case they will be carefully weighed in considering the proposed Alien Land Initiative Law' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990080080110203941, 1920? ,,,   Immigrants  ,    Japanese  ,    Japanese Americans  ,"   ""States  rights (American politics)"" ",    Land tenure  ,,,,,,,,"   Immigrants      Japanese      Japanese Americans     ""States  rights (American politics)""     Land tenure  ",   California  ,,,,,   California  
305,7b855271c8e90b04dcc6506b10e9f489," 'Consideration of immigration legislation speech of Hon. Benjamin K. Focht, of Pennsylvania, in the House of Representatives, August 19, 1912' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990085953200203941,1912,1910-1920,,   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
306,e2c7bbebbbd5b0dcf22ada3f0699f657," 'H.R. 274, in the House of Representatives December 4, 1905, Mr. Jenkins introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : a bill to prevent the fraudulent naturalization of aliens' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100003610203941,1905? ,," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Naturalization  ,    Naturalization records  ,    False certification  ,,,,,,,,,   Emigration and immigration law      Naturalization      Naturalization records      False certification  ,   United States  ,,,,,   United States  
307,09ee5d47a809cdc1725394c3f9dcc9cc," 'Regulation and restriction of immigration Mr. Smith of South Carolina, from the Committee on Immigration, submitted the following Report (to accompany H.R. 10384)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100017300203941,1916,1910-1920," 'Caption title.', '""April 17, 1916 -- Ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
308,2b9e4637b6317ff321574881ba3d0148," 'Steerage conditions partial report, on behalf of the Immigration Commission, on steerage conditions' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990067954800203941,1909,1900-1910," '""Presented by Mr. Dillingham, December 13, 1909. Referred to the Committee on Immigration and ordered to be printed.""', 'Laws of the United States relating to steerage accommodations: p. 40-46.' ",   Steamboats  ,    Passenger accommodation  ,    Law and lesgislation  ,,,,,,,,,,   Steamboats      Passenger accommodation      Law and lesgislation  ,   United States  ,,,,,   United States  
309,439cfa37d0b2777b125afa01803a78da," 'Comparative print showing the changes that the enactment of the bill S. 4403, as reported by the conferees of the two Houses, would make in existing law passed the Senate, February 16, and the House, February 18, 1907' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099852170203941,1907,1900-1910," 'Caption title.', '""An act entitled an Act to regulate the immigration of aliens into the United States.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
310,830b4e09958a09fea6b8a59ae95c1895, 'An act to regulate the immigration of aliens into the United States' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099852600203941,1907,1900-1910," 'Caption title.', 'At head of title: Public--no. 96.', '""Approved, February 20, 1907""--P. 16.', 'Approved by the 59th Congress.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
311,890697d6921ca4cd4997d83d5de579b0," 'Foreign immigration Mr. Penrose, from the Committee on Immigration, submitted the following Report (to accompany H.R. 12199)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099923670203941,1902,1900-1910," 'Caption title.', '""June 27, 1902 -- Ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
